AT1G33612 AT5G49750 0 13 13 57.2 0 1 0 0 1
AT1G33740 AT5G56500 pseudogene 14 NA 80.3 0 1 0 0 1
AT1G34130 AT5G19690 4 22 18 63.2 0 1 0 1 0
AT1G35440 AT4G19560 0 6 6 62.7 0 1 1 0 1
AT1G43895 AT1G43890 pseudogene 7 NA 64.8 0 1 0 0 1
AT1G45100 AT3G10845 1 16 15 78.4 0 1 1 1 0
AT1G47056 AT4G15475 0 7 7 58.2 0 2 0 0 1
AT1G50060 AT1G50050 1 3 2 80.7 0 1 0 0 1
AT1G53010 AT4G35840 0 4 4 58.1 0 1 0 0 1
AT1G53170 AT5G07310 0 1 1 58 1 1 0 0 1
AT1G53345 AT5G09580 0 7 7 58.9 0 1 1 0 1
AT1G54660 AT5G23960 pseudogene 6 NA 70.7 0 1 0 0 1
AT1G54985 AT1G74190 pseudogene 4 NA 67 0 1 0 0 1
AT1G55035 AT3G06720 pseudogene 10 NA 82.2 0 1 1 0 1
AT1G55390 AT5G42280 0 2 2 82 0 1 0 0 1
AT1G55928 AT2G27285 0 3 3 79 0 1 0 0 1
AT1G56070 AT1G06220 3 11 8 58 0 1 0 0 1
AT1G57740 AT4G18465 pseudogene 22 NA 69.5 0 1 0 0 1
AT1G58330 AT1G77920 0 8 8 57.1 0 1 0 0 1
AT1G60480 AT1G10630 pseudogene 6 NA 76.7 0 1 0 0 1
AT1G60660 AT1G26340 0 2 2 64.2 0 1 0 0 1
AT1G61410 AT3G23100 0 5 5 94.1 0 1 1 0 0
AT1G63210 AT1G65440 1 19 18 81.2 0 1 1 0 0
AT1G63760 AT1G05890 pseudogene 15 NA 94.2 0 1 1 0 1
AT1G64780 AT2G38290 0 4 4 55.6 0 1 0 0 1
AT1G65210 AT4G38030 1 12 11 88.1 0 1 1 0 0
AT1G66770 AT4G10850 0 4 4 81 0 1 1 1 1
AT1G68610 AT1G14870 0 3 3 59.9 0 1 1 1 1
AT1G70430 AT5G14720 17 20 3 65.7 0 2 0 0 1
AT1G70460 AT5G56890 7 13 6 61 0 1 0 0 1
AT1G71090 AT5G01990 0 8 8 59.6 0 1 0 0 1
AT1G72820 AT5G15640 0 5 5 60.3 0 1 0 0 1
AT1G73050 AT1G72970 2 6 4 59 0 1 0 1 0
AT1G73500 AT5G56580 0 7 7 57.3 0 2 0 0 1
AT1G74550 AT2G40890 0 2 2 64.1 0 1 0 0 1
AT1G76090 AT5G13710 0 13 13 59.8 0 1 0 0 1
AT1G77130 AT3G18660 2 4 2 66.9 0 1 0 1 0
AT1G77920 AT1G08320 8 12 4 62.8 0 1 0 0 1
AT1G80510 AT5G38820 0 4 4 61.6 0 1 0 0 1
AT2G01180 AT3G02600 1 8 7 64.2 0 1 1 1 0
AT2G01372 AT3G13062 pseudogene 6 NA 75.8 0 1 0 0 1
AT2G03410 AT5G47540 0 10 10 67.9 0 1 1 0 1
AT2G04120 AT5G59150 pseudogene 2 NA 70.2 0 1 0 0 1
AT2G04280 AT3G56750 0 5 5 58.9 0 1 0 0 1
AT2G10735 AT5G45573 pseudogene 4 NA 65.4 0 1 0 0 1
AT2G11280 AT1G63640 pseudogene 20 NA 64.2 0 1 0 0 1
AT2G16830 AT2G16850 pseudogene 3 NA 65.2 0 1 0 0 1
AT2G18940 AT1G74850 0 3 3 54.7 0 1 0 0 1
AT2G19250 AT1G08520 pseudogene 14 NA 60.3 0 1 0 0 1
AT2G19550 AT3G47590 0 4 4 77.7 0 1 1 1 1
AT2G21060 AT1G75560 0 3 3 56.8 1 2 0 0 1
AT2G22760 AT4G37850 2 4 2 62.9 1 1 0 0 1
AT2G24410 AT3G20550 0 10 10 84.8 0 1 1 0 1
AT2G24748 AT4G00260 pseudogene 6 NA 78.7 0 1 0 0 1
AT2G25500 AT5G66550 0 8 8 88.9 0 1 1 0 0
AT2G25630 AT2G44450 1 11 10 86.6 0 3 1 0 0
AT2G26060 AT5G67320 9 13 4 58.2 0 1 0 0 1
AT2G26490 AT5G52820 0 11 11 58.6 0 1 0 0 1
AT2G27820 AT3G07630 0 11 11 63 0 4 1 0 0
AT2G28420 AT1G80160 0 2 2 64.6 0 1 0 0 1
AT2G28850 AT2G32440 0 8 8 57.1 0 2 0 0 1
AT2G29160 AT2G29350 pseudogene 4 NA 72 0 1 0 0 1
AT2G31230 AT1G43160 0 1 1 62.3 1 1 0 0 1
AT2G32050 AT1G17130 0 7 7 71.8 0 2 1 0 1
AT2G32510 AT1G09000 0 16 16 60.6 0 2 0 0 1
AT2G33580 AT3G21630 0 11 11 54.8 0 1 0 0 1
AT2G34760 AT2G34770 pseudogene 6 NA 61.2 0 1 0 0 1
AT2G34850 AT4G10960 5 11 6 60.7 0 7 0 0 1
AT2G34960 AT4G21120 0 2 2 62.1 0 1 0 0 1
AT2G35180 AT3G10950 pseudogene 3 NA 78.6 0 1 0 0 1
AT2G36500 AT5G50530 1 14 13 65.6 0 2 1 0 0
AT2G37970 AT3G10130 0 7 7 57.6 0 1 0 0 1
AT2G38310 AT1G01360 0 2 2 60.6 0 1 0 0 1
AT2G38980 AT3G03720 pseudogene 14 NA 62.3 0 1 0 0 1
AT2G40925 AT2G40910 0 2 2 79.1 1 1 0 0 1
AT2G42850 AT2G32440 2 8 6 57.2 0 2 0 0 1
AT2G43030 AT3G17465 0 4 4 60 0 1 0 0 1
AT2G44630 AT2G41360 0 4 4 62.1 0 1 0 0 1
AT2G45310 AT4G10960 0 11 11 56.6 0 7 0 0 1
AT3G01630 AT1G31470 0 2 2 69.8 0 1 0 0 1
AT3G02270 AT5G19485 0 12 12 58.4 0 1 0 0 1
AT3G03160 AT3G17780 0 3 3 55.9 0 2 1 0 1
AT3G04700 AT2G31560 1 3 2 62.3 0 1 0 0 1
AT3G04790 AT5G44520 0 8 8 61.5 0 1 0 0 1
AT3G07730 AT1G77270 0 4 4 62.8 0 1 0 0 1
AT3G09375 AT3G19760 pseudogene 6 NA 88.2 0 1 0 0 1
AT3G10400 AT5G64200 0 8 8 60.9 0 1 0 0 1
AT3G11810 AT2G03330 0 2 2 91.8 1 1 1 0 0
AT3G12630 AT1G51200 0 2 2 60.7 0 1 0 0 1
AT3G12910 AT4G17980 2 4 2 57.5 0 3 0 0 1
AT3G14370 AT2G26700 0 2 2 60 1 1 0 0 1
AT3G14440 AT3G63520 0 13 13 57.7 0 1 0 0 1
AT3G16510 AT4G34150 0 6 6 56.9 0 1 0 0 1
AT3G18190 AT1G24510 0 8 8 55.8 0 1 0 0 1
AT3G18420 AT4G39470 0 3 3 57.3 0 1 0 0 1
AT3G21220 AT5G56580 0 7 7 56.7 0 2 0 0 1
AT3G21933 AT3G22010 pseudogene 1 NA 72.5 0 1 0 0 1
AT3G22060 AT3G21960 1 4 3 64.9 0 1 0 0 1
"AT3G23780  AT3G180904" AT4G21710 7 24 17 "56.9  58.1" 0 2 0 0 1
AT3G23820 AT4G10960 0 11 11 56.4 0 7 0 0 1
AT3G24330 AT2G19440 0 2 2 63.6 0 1 0 0 1
AT3G24500 AT3G58680 0 3 3 64.5 0 1 1 0 0
AT3G24927 AT2G32670 pseudogene 4 NA 57 0 1 0 0 1
AT3G25210 AT2G27800 0 2 2 59.2 0 1 0 0 1
AT3G25495 AT5G24280 pseudogene 37 NA 60.6 0 1 0 0 1
AT3G27710 AT4G34370 0 5 5 78.5 0 2 1 1 1
AT3G27720 AT4G34370 3 5 2 73.5 0 2 1 0 0
AT3G27750 AT5G09320 0 6 6 63.1 0 1 0 0 1
AT3G28720 AT5G58100 0 24 24 56.9 0 1 0 0 1
AT3G29380 AT3G10330 1 6 5 57.3 0 1 0 0 1
AT3G32316 AT1G01530 pseudogene 1 NA 67.7 0 1 0 0 1
AT3G43250 AT1G17130 0 7 7 70.7 0 2 1 0 1
AT3G43251 AT5G26880 pseudogene 6 NA 77.3 0 1 0 0 1
AT3G44717 AT5G03495 pseudogene 6 NA 76.5 0 1 0 0 1
AT3G44720 AT3G07630 0 11 11 60.4 0 4 1 0 0
AT3G45950 AT1G65660 0 9 9 82.8 0 1 1 0 1
AT3G46510 AT2G28830 3 6 3 70.2 0 1 0 0 1
AT3G46730 AT1G58410 0 2 2 57.5 0 1 0 0 1
AT3G47180 AT3G63530 0 8 8 60.2 0 1 0 0 1
AT3G47520 AT5G09660 1 7 6 63.6 0 1 0 1 0
AT3G49162 AT2G23900 pseudogene 4 NA 74.7 0 1 0 0 1
AT3G49480 AT1G05080 0 2 2 64.6 0 1 0 0 1
AT3G49750 AT5G21090 0 5 5 59 0 1 0 0 1
AT3G51110 AT5G41770 0 6 6 82.5 0 1 0 0 1
AT3G52350 AT5G08535 0 4 4 82.6 0 1 0 0 1
AT3G52950 AT5G50530 1 14 13 64.5 0 2 1 0 0
AT3G52960 AT1G65980 0 3 3 62 0 1 0 0 1
AT3G53640 AT1G13350 0 10 10 89.7 0 1 1 1 1
AT3G54900 AT3G15660 0 6 6 61.2 0 1 0 0 1
AT3G55430 AT5G24318 1 3 2 56.1 0 1 0 0 1
AT3G55950 AT1G70460 0 7 7 58.7 0 1 0 0 1
AT3G57210 AT3G25080 1 4 3 69.6 0 1 0 0 1
AT3G58330 AT3G58380 1 4 3 63.9 0 1 0 0 1
AT3G58390 AT4G27650 0 16 16 86.9 0 1 1 0 1
AT3G60610 AT1G60170 pseudogene 7 NA 95.3 0 1 1 0 1
AT3G60955 AT3G60950 pseudogene 21 NA 59.2 0 1 0 0 1
AT3G60960 AT5G28340 2 5 3 77 0 1 0 0 1
AT3G60980 AT3G60960 0 2 2 61.4 0 1 0 0 1
AT3G62350 AT1G71320 0 2 2 73.3 0 1 0 1 0
AT3G63060 AT5G15440 0 2 2 56.5 0 1 0 0 1
AT3G63380 AT4G29900 0 34 34 60.4 0 1 1 0 1
AT4G00110 AT4G10960 0 11 11 57.9 0 7 0 0 1
AT4G01170 AT1G21560 0 4 4 59.7 0 1 0 0 1
AT4G02630 AT1G01540 0 6 6 69.2 0 1 1 1 1
AT4G04693 AT4G04695 pseudogene 7 NA 56.9 0 1 0 0 1
AT4G05053 AT2G26430 pseudogene 6 NA 91.3 0 1 0 0 1
AT4G08136 AT2G18130 pseudogene 6 NA 84 0 1 0 0 1
AT4G09466 AT4G05430 0 2 2 59 0 1 0 0 1
AT4G12250 AT4G10960 0 11 11 59.7 0 7 0 0 1
AT4G14250 AT1G14570 3 9 6 65.9 0 1 0 1 0
AT4G14480 AT5G14720 0 20 20 63.4 0 2 0 0 1
AT4G15975 AT1G33480 0 2 2 62.1 0 1 0 0 1
AT4G16210 AT1G60550 2 8 6 56.6 0 1 0 0 1
AT4G16580 AT5G66720 0 4 4 66 0 1 1 1 1
AT4G16680 AT1G32490 3 27 24 72 0 1 0 1 0
AT4G17160 AT1G02130 4 7 3 59.1 0 1 0 0 1
AT4G17690 AT4G37520 0 3 3 57.8 0 2 0 0 1
AT4G17905 AT4G10150 0 2 2 57.5 0 1 0 0 1
AT4G19540 AT3G24430 7 13 6 64.9 0 1 0 0 1
AT4G20100 AT4G36850 0 10 10 64.7 0 1 0 0 1
AT4G20360 AT4G02930 0 11 11 67.8 0 1 0 0 1
AT4G20860 AT5G44400 0 2 2 60.2 0 1 0 0 1
AT4G26890 AT1G09000 0 16 16 60.6 0 2 0 0 1
AT4G29050 AT1G70110 0 1 1 74.1 1 1 0 0 1
AT4G29120 AT1G17650 0 11 11 55.6 0 1 0 0 1
AT4G30300 AT4G19210 0 12 12 71.5 0 1 1 0 0
AT4G30440 AT4G10960 0 11 11 59.8 0 7 0 0 1
AT4G33460 AT1G65410 4 9 5 60.6 0 1 0 0 1
AT4G34470 AT1G75950 0 1 1 78.5 1 1 0 0 1
AT4G35260 AT3G09810 3 6 3 60.6 0 1 0 0 1
AT4G35490 AT1G32990 0 3 3 59 0 1 0 0 1
AT4G35680 AT4G01590 2 7 5 94.5 0 1 0 1 0
AT4G36020 AT1G75560 0 3 3 57.8 0 2 0 0 1
AT4G39670 AT2G34690 0 3 3 59.3 0 1 0 0 1
AT5G01290 AT3G09100 14 16 2 80.5 0 1 0 0 1
AT5G01715 AT5G01720 pseudogene 7 NA 56.9 0 1 0 0 1
AT5G02460 AT3G55370 1 3 2 63.8 0 1 0 0 1
AT5G03980 AT1G28580 1 4 3 58.6 1 1 0 1 0
AT5G04610 AT2G31740 0 15 15 61.1 0 1 0 0 1
AT5G07225 AT5G52140 4 8 4 61.7 0 1 0 0 1
AT5G10400 AT5G10980 0 2 2 80 0 2 0 0 1
AT5G10600 AT4G37340 0 2 2 58.7 0 1 0 0 1
AT5G10880 AT3G62120 2 11 9 75.2 0 1 0 1 0
AT5G10980 AT4G40040 2 4 2 79.8 0 1 0 0 1
AT5G12030 AT1G54050 0 2 2 60.8 0 1 0 0 1
AT5G14900 AT3G62310 0 6 6 80.8 0 1 1 0 0
AT5G15870 AT1G18310 0 4 4 80.2 0 1 1 0 1
AT5G16080 AT5G06570 0 2 2 59.3 1 1 0 0 1
AT5G16510 AT3G02230 1 3 2 61.1 0 1 0 1 0
AT5G16760 AT4G08170 0 9 9 59.4 0 1 0 0 1
AT5G17190 AT3G17780 0 3 3 62.1 0 2 0 0 1
AT5G17630 AT5G54800 0 4 4 59.8 0 1 1 1 1
AT5G18202 AT3G03960 pseudogene 12 NA 81 0 1 0 0 1
AT5G18560 AT3G14230 0 2 2 57.9 0 1 0 0 1
AT5G18600 AT5G63030 0 3 3 57.7 0 2 0 0 1
AT5G22630 AT3G07630 0 11 11 63 0 4 1 0 0
AT5G22680 AT5G22720 0 8 8 76.9 0 1 0 0 1
AT5G23070 AT3G07800 0 3 3 66.2 0 1 0 0 1
AT5G23600 AT2G45330 0 7 7 96.2 0 1 1 1 1
AT5G24318 AT4G34480 3 5 2 57.9 0 1 0 0 1
AT5G25350 AT4G15475 1 7 6 55.8 0 2 0 0 1
AT5G26900 AT4G33270 0 4 4 83.4 0 3 1 0 0
AT5G27080 AT4G33270 1 4 3 83.1 0 3 1 0 0
AT5G27570 AT4G33270 0 4 4 84.6 0 3 1 0 0
AT5G28210 AT5G01290 0 14 14 76.5 0 1 1 0 1
AT5G36270 AT1G75270 pseudogene 2 NA 75.1 0 1 0 0 1
AT5G37445 AT2G32600 pseudogene 6 NA 83.6 0 1 1 0 1
AT5G39840 AT4G14790 1 15 14 60.6 0 1 0 1 0
AT5G40040 AT2G27710 0 4 4 69.7 0 1 0 0 1
AT5G40140 AT2G23140 0 4 4 59.3 0 2 0 0 1
AT5G40250 AT3G48030 0 2 2 63.4 0 1 0 0 1
AT5G40942 AT3G27060 pseudogene 1 NA 82.5 0 1 0 0 1
AT5G42090 AT2G01070 0 4 4 56.7 0 1 0 0 1
AT5G42130 AT4G39460 0 12 12 57.4 0 1 0 0 1
AT5G42260 AT2G44450 0 11 11 86.8 0 3 1 0 0
AT5G42910 AT4G34000 2 5 3 60.8 0 1 0 0 1
AT5G44170 AT1G08125 0 10 10 57.4 0 1 0 0 1
AT5G44640 AT2G44450 0 11 11 87.2 1 3 1 0 1
AT5G46100 AT4G01400 0 3 3 65 0 1 0 0 1
AT5G47000 AT4G37520 0 3 3 60 1 2 0 0 1
AT5G47640 AT3G53340 0 6 6 67.5 0 1 0 0 1
AT5G49050 AT2G47710 0 3 3 62.2 0 1 0 0 1
AT5G49200 AT5G40880 0 3 3 89.7 0 1 1 1 1
AT5G50820 AT4G17980 2 4 2 59.1 0 3 0 0 1
AT5G50960 AT4G19540 2 7 5 59.3 1 1 0 0 1
AT5G52090 AT5G37150 0 4 4 97.7 0 1 1 1 1
AT5G52415 AT2G15710 pseudogene 6 NA 68.1 0 1 0 0 1
AT5G52940 AT1G05540 0 2 2 60.9 0 2 0 0 1
AT5G54480 AT1G21740 0 3 3 59.6 0 1 0 0 1
AT5G54550 AT1G05540 0 2 2 61.8 0 2 0 0 1
AT5G54661 AT5G54660 pseudogene 1 NA 68.3 0 1 0 0 1
AT5G54940 AT4G27130 2 4 2 74.7 0 1 0 1 0
AT5G54960 AT4G33070 0 4 4 75.6 0 1 1 1 1
AT5G56450 AT3G08580 0 3 3 58.6 0 1 0 0 1
AT5G56720 AT1G04410 1 6 5 66.6 0 1 1 1 0
AT5G58010 AT4G02590 4 6 2 64.2 0 1 0 0 1
AT5G58230 AT2G19520 5 14 9 58.9 0 1 0 0 1
AT5G59630 AT1G61210 pseudogene 18 NA 58.7 0 1 0 0 1
AT5G63070 AT1G04270 0 3 3 71.1 0 1 1 1 1
AT5G63100 AT5G44600 0 7 7 58 0 1 0 0 1
AT5G63250 AT5G35740 0 2 2 56.5 0 1 0 0 1
AT5G63370 AT1G67580 0 6 6 65.7 0 1 1 1 0
AT5G63900 AT5G58610 0 8 8 63.1 0 1 0 0 1
AT5G65200 AT2G23140 0 4 4 61.7 0 2 0 0 1
AT5G65360 AT5G10980 0 2 2 80.3 0 2 0 0 1
ATCG00190 AT4G21710 0 24 24 57.1 0 2 0 0 1
ATCG00480 AT5G08670 0 8 8 64.7 0 1 0 0 1
ATCG00810 AT4G28360 0 5 5 57.9 0 1 0 0 1
ATCG01050 ATMG00580 0 3 3 57.5 0 1 0 0 1
ATCG01090 AT1G16700 0 8 8 56 0 1 0 0 1
ATCG01110 ATMG00510 0 4 4 56.7 0 1 0 0 1
